0.000029, 0.005714, 10
0.000029, 0.000000, 10
0.000234, 0.020500, 10
0.000691, 0.045714, 10
0.001405, 0.071429, 10
0.002434, 0.102857, 10
0.003834, 0.140000, 10
0.005634, 0.180000, 10
0.007834, 0.220000, 10
0.010434, 0.260000, 10
0.013434, 0.300000, 10
0.016834, 0.340000, 10
0.020634, 0.380000, 10
0.024834, 0.420000, 10
0.029434, 0.460000, 10
0.034434, 0.500000, 10
0.039834, 0.540000, 10
0.045634, 0.580000, 10
0.051834, 0.620000, 10
0.058434, 0.660000, 10
0.065434, 0.700000, 10
0.072834, 0.740000, 10
0.080634, 0.780000, 10
0.088834, 0.820000, 10
0.097434, 0.860000, 10
0.106434, 0.900000, 10
0.115834, 0.940000, 10
0.125634, 0.980000, 10
0.135834, 1.020000, 10
0.146434, 1.060000, 10
0.157434, 1.100000, 10
0.168834, 1.140000, 10
0.180634, 1.180000, 10
0.192834, 1.220000, 10
0.205434, 1.260000, 10
0.218434, 1.300000, 10
0.231834, 1.340000, 10
0.245634, 1.380000, 10
0.259834, 1.420000, 10
0.274434, 1.460000, 10
0.289434, 1.500000, 10
0.304834, 1.540000, 10
0.320634, 1.580000, 10
0.336834, 1.620000, 10
0.353434, 1.660000, 10
0.370434, 1.700000, 10
0.387834, 1.740000, 10
0.405634, 1.780000, 10
0.423834, 1.820000, 10
0.442434, 1.860000, 10
0.461434, 1.900000, 10
0.480834, 1.940000, 10
0.500634, 1.980000, 10
0.520834, 2.020000, 10
0.541434, 2.060000, 10
0.562434, 2.100000, 10
0.583834, 2.140000, 10
0.605634, 2.180000, 10
0.627834, 2.220000, 10
0.650434, 2.260000, 10
0.673434, 2.300000, 10
0.696834, 2.340000, 10
0.720634, 2.380000, 10
0.744834, 2.420000, 10
0.769434, 2.460000, 10
0.794434, 2.500000, 10
0.819834, 2.540000, 10
0.845634, 2.580000, 10
0.871834, 2.620000, 10
0.898434, 2.660000, 10
0.925434, 2.700000, 10
0.952834, 2.740000, 10
0.980634, 2.780000, 10
1.008834, 2.820000, 10
1.037434, 2.860000, 10
1.066434, 2.900000, 10
1.095834, 2.940000, 10
1.125634, 2.980000, 10
1.155834, 3.020000, 10
1.186434, 3.060000, 10
1.217434, 3.100000, 10
1.248834, 3.140000, 10
1.280634, 3.180000, 10
1.312834, 3.220000, 10
1.345434, 3.260000, 10
1.378434, 3.300000, 10
1.411834, 3.340000, 10
1.445634, 3.380000, 10
1.479834, 3.420000, 10
1.514434, 3.460000, 10
1.549434, 3.500000, 10
1.584834, 3.540000, 10
1.620634, 3.580000, 10
1.656834, 3.620000, 10
1.693434, 3.660000, 10
1.730434, 3.700000, 10
1.767834, 3.740000, 10
1.805634, 3.780000, 10
1.843834, 3.820000, 10
1.882434, 3.860000, 10
1.921405, 3.897143, 10
1.960691, 3.928571, 10
2.000234, 3.954286, 10
2.039976, 3.974286, 10
2.079862, 3.988571, 10
2.119834, 3.997143, 10
2.159834, 4.000000, 10
2.199834, 4.000000, 10
2.239834, 4.000000, 10
2.279834, 4.000000, 10
2.319834, 4.000000, 10
2.359834, 4.000000, 10
2.399834, 4.000000, 10
